Set,Profile,Konclude_status,More_status,Hermit_status,Fact++_status,TrOWL_status,JFact_status,Konclude_RT,More_RT,Hermit_RT,Fact++_RT,TrOWL_RT,JFact_RT
Train,DL,Correct,Unexpected,Correct,Correct,Unexpected,Correct,1149,0,4025,1546,0,11817
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,93,397,2782,344,220,4161
Train,DL,Correct,Correct,Correct,Exec_err,Timeout,Timeout,7737,3915,20761,0,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,15,651,422,84,121,733
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Exec_err,129,4879,56188,286,0,0
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Exec_err,92,4938,58477,257,0,0
Train,DL,Correct,Timeout,Timeout,Timeout,Unexpected,Timeout,4888,0,0,0,0,0
Train,DL,Correct,Correct,Correct,Timeout,Correct,Timeout,1733,69483,123942,0,2703,0
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Exec_err,96,4785,55769,260,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,3,536,330,24,48,127
Train,DL,Correct,Correct,Correct,Timeout,Timeout,Timeout,4368,2529,8190,0,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Exec_err,230,2893,3000,166,2594,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,16,309,222,49,74,919
Train,DL,Correct,Unexpected,Correct,Unexpected,Unexpected,Correct,152,0,968,0,0,3168
Train,DL,Correct,Timeout,Timeout,Timeout,Unexpected,Timeout,28163,0,0,0,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,48,947,1047,221,284,1272
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,4,543,277,34,49,153
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,7,598,472,32,202,184
Train,DL,Correct,Correct,Correct,Timeout,Correct,Timeout,1826,4601,4385,0,6417,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,78,500,573,81,542,618
Train,DL,Correct,Unexpected,Correct,Correct,Correct,Correct,5,0,461,21,53,160
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Correct,3,574,300,39,0,160
Train,DL,Correct,Correct,Correct,Timeout,Correct,Timeout,1417,4211,4445,0,4646,0
Train,DL,Correct,Correct,Correct,Exec_err,Unexpected,Correct,102,1604,1024,0,0,926
Train,DL,Unexpected,Timeout,Timeout,Correct,Correct,Timeout,0,0,0,102163,22188,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,3,450,204,29,48,206
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,106,500,1173,127,322,1539
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,8,590,467,32,190,184
Train,DL,Correct,Correct,Correct,Correct,Correct,Timeout,3472,1074,1889,119054,1930,0
Train,DL,Correct,Unexpected,Correct,Correct,Correct,Correct,12,0,1096,66,158,467
Train,DL,Correct,Timeout,Timeout,Exec_err,Timeout,Timeout,19098,0,0,0,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,37,476,573,77,216,509
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,29,465,239,32,29,200
Train,DL,Correct,Unexpected,Correct,Unexpected,Unexpected,Correct,135,0,1505,0,0,3020
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,4,604,464,32,191,182
Train,DL,Correct,Correct,Correct,Exec_err,Correct,Timeout,3161,36299,30181,0,17792,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Exec_err,217,2864,3083,171,2575,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,4,593,470,32,192,184
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,14,696,406,55,147,420
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Exec_err,100,4801,58932,258,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,459,1075,1113,717,589,39508
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,98,870,863,535,315,3105
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,8,593,469,32,192,206
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,52,647,581,375,528,1298
Train,DL,Correct,Correct,Correct,Exec_err,Correct,Correct,7,538,302,0,90,184
Train,DL,Correct,Correct,Correct,Timeout,Correct,Timeout,1929,5930,5512,0,7902,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,189,628,671,338,335,5832
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Timeout,300,3194,2334,1359,0,0
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Exec_err,93,4805,55706,256,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,89,638,587,220,284,2016
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Exec_err,107,4899,57332,261,0,0
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Correct,75,1851,1247,418,0,1940
Train,DL,Correct,Correct,Correct,Correct,Correct,Timeout,2954,1739,2686,5528,3047,0
Train,DL,Correct,Timeout,Timeout,Timeout,Unexpected,Timeout,12193,0,0,0,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Exec_err,2,521,276,26,62,0
Train,DL,Correct,Correct,Correct,Timeout,Timeout,Timeout,4843,3065,11078,0,0,0
Train,DL,Unexpected,Timeout,Timeout,Timeout,Correct,Timeout,0,0,0,0,47113,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,22,1003,2209,76,165,476
Train,DL,Correct,Correct,Correct,Correct,Correct,Exec_err,9,408,244,70,94,0
Train,DL,Correct,Timeout,Timeout,Timeout,Unexpected,Timeout,10876,0,0,0,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,2,479,238,32,29,125
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,2,492,246,24,34,122
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,311,1013,1479,14128,507,64360
Train,DL,Timeout,Timeout,Timeout,Timeout,Correct,Timeout,0,0,0,0,4676,0
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Exec_err,107,5025,53369,245,0,0
Train,DL,Correct,Correct,Correct,Exec_err,Timeout,Timeout,6325,2444,6927,0,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,4,594,471,32,191,184
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,3,594,472,33,182,185
Train,DL,Correct,Correct,Timeout,Timeout,Timeout,Timeout,15430,22435,0,0,0,0
Train,DL,Correct,Unexpected,Correct,Correct,Correct,Timeout,1111,0,7543,3279,1080,0
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Exec_err,93,2692,44231,308,0,0
Train,DL,Timeout,Timeout,Exec_err,Timeout,Correct,Timeout,0,0,0,0,2234,0
Train,DL,Timeout,Timeout,Timeout,Exec_err,Correct,Timeout,0,0,0,0,19425,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,4,617,471,32,197,185
Train,DL,Timeout,Timeout,Timeout,Timeout,Correct,Timeout,0,0,0,0,1936,0
Train,DL,Correct,Correct,Correct,Timeout,Unexpected,Timeout,558,4276,2453,0,0,0
Train,DL,Correct,Correct,Correct,Timeout,Correct,Timeout,2062,5197,7088,0,5780,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,7,621,471,32,193,184
Train,DL,Correct,Correct,Correct,Correct,Correct,Timeout,6019,45222,50602,33509,12523,0
Train,DL,Correct,Correct,Correct,Exec_err,Correct,Timeout,4126,1760,3775,0,3459,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,4,383,175,26,59,135
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,4,594,468,32,194,187
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,162,10534,11316,243,388,1413
Train,DL,Correct,Correct,Timeout,Timeout,Correct,Timeout,2304,5151,0,0,5225,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,5,593,466,32,185,186
Train,DL,Correct,Correct,Correct,Correct,Timeout,Timeout,4291,2144,4565,14193,0,0
Train,DL,Correct,Unexpected,Correct,Correct,Unexpected,Correct,1,0,241,21,0,111
Train,DL,Correct,Correct,Correct,Correct,Correct,Timeout,2887,4097,12672,5390,6922,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,2,507,268,23,47,125
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,4,592,469,32,190,187
Train,DL,Correct,Unexpected,Correct,Correct,Correct,Correct,1502,0,2743,2822,1185,61967
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,38,580,486,113,150,1027
Train,DL,Correct,Correct,Correct,Timeout,Correct,Timeout,1441,4076,4390,0,4968,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,114,1590,1375,498,674,3358
Train,DL,Correct,Timeout,Timeout,Timeout,Correct,Timeout,27527,0,0,0,4879,0
Train,DL,Exec_err,Timeout,Timeout,Exec_err,Correct,Timeout,0,0,0,0,38372,0
Train,DL,Correct,Correct,Correct,Timeout,Correct,Timeout,1552,4925,4541,0,6411,0
Train,DL,Timeout,Timeout,Timeout,Timeout,Timeout,Timeout,0,0,0,0,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,4,601,469,32,196,185
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,2,338,284,23,42,119
Train,DL,Correct,Timeout,Timeout,Timeout,Correct,Timeout,633,0,0,0,14633,0
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Correct,10,557,321,24,0,217
Train,DL,Correct,Correct,Correct,Correct,Correct,Timeout,3776,1639,3727,57419,3314,0
Train,DL,Timeout,Timeout,Timeout,Timeout,Correct,Timeout,0,0,0,0,5166,0
Train,DL,Correct,Timeout,Timeout,Exec_err,Timeout,Timeout,7658,0,0,0,0,0
Train,DL,Unexpected,Timeout,Timeout,Unexpected,Correct,Exec_err,0,0,0,0,4412,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,5,368,137,25,62,414
Train,DL,Correct,Correct,Correct,Correct,Timeout,Timeout,4122,2299,4453,14456,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,3,524,275,22,70,131
Train,DL,Unexpected,Timeout,Timeout,Timeout,Correct,Timeout,0,0,0,0,51968,0
Train,DL,Correct,Correct,Correct,Timeout,Correct,Correct,129,47981,47732,0,5070,2400
Train,DL,Correct,Correct,Correct,Timeout,Unexpected,Timeout,3501,51281,78046,0,0,0
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Correct,51,1091,871,328,0,1318
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,4,596,468,32,198,184
Train,DL,Correct,Timeout,Timeout,Timeout,Timeout,Timeout,17582,0,0,0,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Exec_err,124,4274,11622,112718,262,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,3,539,274,29,53,143
Train,DL,Correct,Correct,Correct,Timeout,Unexpected,Timeout,119,1858,1596,0,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,9,604,474,32,200,187
Train,DL,Correct,Timeout,Timeout,Unexpected,Unexpected,Correct,372,0,0,0,0,2088
Train,DL,Exec_err,Timeout,Timeout,Timeout,Correct,Timeout,0,0,0,0,11001,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,4,266,238,22,34,133
Train,DL,Correct,Correct,Correct,Correct,Correct,Timeout,69,610,1214,4090,206,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,161,1807,2060,549,1829,3425
Train,DL,Correct,Timeout,Timeout,Timeout,Correct,Timeout,4271,0,0,0,12233,0
Train,DL,Correct,Correct,Correct,Exec_err,Correct,Unexpected,11,530,315,0,109,0
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Correct,5,399,327,25,0,228
Train,DL,Correct,Timeout,Timeout,Timeout,Correct,Timeout,10848,0,0,0,9945,0
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Exec_err,96,4802,57725,259,0,0
Train,DL,Timeout,Correct,Timeout,Timeout,Correct,Timeout,0,2832,0,0,3140,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Timeout,2857,2523,3488,4917,2498,0
Train,DL,Timeout,Timeout,Timeout,Timeout,Correct,Timeout,0,0,0,0,26937,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,144,9519,9950,230,311,1383
Train,DL,Correct,Correct,Correct,Timeout,Correct,Timeout,2846,2218,3527,0,2817,0
Train,DL,Correct,Correct,Correct,Exec_err,Correct,Correct,125,1210,14566,0,766,121670
Train,DL,Unexpected,Timeout,Timeout,Timeout,Correct,Timeout,0,0,0,0,26277,0
Train,DL,Unexpected,Timeout,Timeout,Timeout,Correct,Timeout,0,0,0,0,102452,0
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Timeout,226,41472,116654,50937,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,4,492,256,21,33,104
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,2012,12570,8852,7446,3649,109447
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Exec_err,292,3581,3531,636,0,0
Train,DL,Correct,Correct,Timeout,Timeout,Correct,Timeout,2507,91668,0,0,4498,0
Train,DL,Timeout,Timeout,Timeout,Timeout,Correct,Timeout,0,0,0,0,6066,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Timeout,4016,735,2982,5027,2182,0
Train,DL,Timeout,Timeout,Timeout,Timeout,Correct,Timeout,0,0,0,0,1959,0
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Exec_err,89,2697,44166,314,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,731,2626,2642,76833,1941,103678
Train,DL,Correct,Correct,Correct,Correct,Correct,Timeout,2686,1918,2896,3724,1968,0
Train,DL,Correct,Correct,Correct,Timeout,Correct,Timeout,3112,1768,3044,0,2328,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,472,14716,18161,6036,14431,33730
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Correct,67,2588,7839,166,0,989
Train,DL,Correct,Correct,Correct,Exec_err,Timeout,Timeout,11574,3958,28829,0,0,0
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Exec_err,91,2604,40976,324,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Exec_err,5,554,343,31,80,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Timeout,7127,675,3608,39861,2649,0
Train,DL,Unexpected,Timeout,Timeout,Exec_err,Correct,Timeout,0,0,0,0,20128,0
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Exec_err,96,4756,54342,243,0,0
Train,DL,Timeout,Timeout,Timeout,Timeout,Correct,Timeout,0,0,0,0,24086,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,4,593,470,35,199,184
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,4,596,469,33,182,184
Train,DL,Correct,Correct,Correct,Timeout,Correct,Timeout,429,4433,3546,0,1052,0
Train,DL,Correct,Timeout,Timeout,Timeout,Correct,Exec_err,2216,0,0,0,13786,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,24,1004,2205,89,190,493
Train,DL,Correct,Correct,Correct,Timeout,Timeout,Timeout,3396,139516,100180,0,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,203,5253,95650,903,2920,4655
Train,DL,Correct,Unexpected,Correct,Correct,Unexpected,Correct,2,0,252,22,0,120
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,5,799,473,33,196,185
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Exec_err,98,2604,46650,310,0,0
Train,DL,Correct,Timeout,Timeout,Timeout,Correct,Timeout,10351,0,0,0,1666,0
Train,DL,Correct,Timeout,Timeout,Timeout,Correct,Timeout,3811,0,0,0,11947,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Exec_err,362,3859,5077,184,2254,0
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Exec_err,96,4749,53103,242,0,0
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Exec_err,89,2593,43521,316,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,5,577,611,39,106,196
Train,DL,Timeout,Timeout,Timeout,Timeout,Correct,Timeout,0,0,0,0,13381,0
Train,DL,Correct,Timeout,Timeout,Timeout,Correct,Timeout,5587,0,0,0,1776,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,14,413,284,57,95,458
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,202,862,1064,1395,478,11061
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,9,595,474,33,205,187
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,5,597,470,32,194,186
Train,DL,Correct,Timeout,Timeout,Unexpected,Unexpected,Timeout,2332,0,0,0,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Timeout,3039,2019,3133,6060,2625,0
Train,DL,Correct,Correct,Correct,Timeout,Correct,Timeout,7586,59580,68699,0,10951,0
Train,DL,Correct,Correct,Correct,Timeout,Correct,Timeout,3228,2006,4582,0,2921,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,408,1646,2077,2147,1631,19223
Train,DL,Correct,Timeout,Timeout,Timeout,Timeout,Timeout,5612,0,0,0,0,0
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Exec_err,107,4711,55059,246,0,0
Train,DL,Correct,Timeout,Timeout,Timeout,Timeout,Timeout,17775,0,0,0,0,0
Train,DL,Correct,Correct,Correct,Exec_err,Correct,Unexpected,12,547,325,0,122,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,3,499,252,23,48,114
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,11,760,455,48,183,314
Train,DL,Correct,Unexpected,Correct,Correct,Unexpected,Exec_err,99,0,1901,372,0,0
Train,DL,Unexpected,Correct,Timeout,Correct,Unexpected,Exec_err,0,20446,0,1668,0,0
Train,DL,Correct,Timeout,Timeout,Timeout,Correct,Timeout,3040,0,0,0,6547,0
Train,DL,Correct,Correct,Correct,Exec_err,Correct,Timeout,5787,2885,7096,0,7162,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,17,417,228,56,88,381
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Correct,57,2007,6693,152,0,838
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Correct,6,329,289,25,0,194
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,202,1066,1052,519,487,6167
Train,DL,Correct,Timeout,Timeout,Unexpected,Unexpected,Correct,185,0,0,0,0,3603
Train,DL,Correct,Correct,Correct,Correct,Correct,Unexpected,37,1482,883,68,434,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,4,636,465,32,204,186
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,24,1115,633,169,166,776
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,13,934,944,37,168,381
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,4,605,474,32,184,186
Train,DL,Correct,Correct,Correct,Timeout,Correct,Timeout,1281,45990,82281,0,1994,0
Train,DL,Correct,Correct,Correct,Timeout,Correct,Timeout,2575,8145,8850,0,11593,0
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Exec_err,91,2644,44942,322,0,0
Train,DL,Correct,Correct,Correct,Exec_err,Correct,Timeout,5338,2157,5632,0,3798,0
Train,DL,Correct,Unexpected,Correct,Correct,Unexpected,Correct,606,0,2317,816,0,4174
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,10,593,471,32,181,186
Train,DL,Correct,Correct,Timeout,Timeout,Correct,Timeout,7920,1512,0,0,1051,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,7,620,469,32,209,183
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,4,500,273,23,50,136
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,198,1022,1051,449,3958,5707
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,9,820,675,61,219,345
Train,DL,Unexpected,Timeout,Timeout,Timeout,Correct,Timeout,0,0,0,0,25366,0
Train,DL,Correct,Unexpected,Correct,Unexpected,Unexpected,Correct,32,0,564,0,0,582
Train,DL,Correct,Correct,Correct,Correct,Correct,Timeout,2729,1721,2851,3737,1949,0
Train,DL,Correct,Timeout,Timeout,Timeout,Timeout,Timeout,20969,0,0,0,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,6,593,468,32,192,187
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,4,605,472,32,194,186
Train,DL,Correct,Timeout,Timeout,Timeout,Correct,Timeout,29429,0,0,0,4994,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,71,508,576,83,539,618
Train,DL,Correct,Correct,Correct,Correct,Correct,Timeout,1202,373,1837,109074,718,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,603,2430,2431,52968,1489,67628
Train,DL,Correct,Timeout,Timeout,Timeout,Correct,Timeout,29570,0,0,0,5191,0
Train,DL,Correct,Timeout,Timeout,Timeout,Unexpected,Timeout,10632,0,0,0,0,0
Train,DL,Correct,Correct,Correct,Timeout,Unexpected,Timeout,991,95031,97132,0,0,0
Train,DL,Correct,Correct,Correct,Exec_err,Correct,Timeout,2186,32953,31804,0,10791,0
Train,DL,Correct,Correct,Timeout,Exec_err,Unexpected,Timeout,6036,144559,0,0,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,165,1205,1400,7590,640,21628
Train,DL,Correct,Correct,Correct,Timeout,Correct,Timeout,2328,5842,6342,0,9167,0
Train,DL,Correct,Unexpected,Correct,Correct,Unexpected,Correct,41,0,1180,34,0,467
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,27,487,404,71,100,18930
Train,DL,Timeout,Timeout,Timeout,Timeout,Exec_err,Timeout,0,0,0,0,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,107,510,1054,130,313,1349
Train,DL,Correct,Timeout,Timeout,Timeout,Unexpected,Timeout,4654,0,0,0,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,4,588,467,32,193,183
Train,DL,Correct,Correct,Correct,Timeout,Unexpected,Timeout,3494,53525,72446,0,0,0
Train,DL,Correct,Timeout,Timeout,Correct,Unexpected,Timeout,16659,0,0,14792,0,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,2,505,269,26,56,129
Train,DL,Correct,Correct,Correct,Timeout,Correct,Timeout,2882,2177,3653,0,2509,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Timeout,3273,1909,2717,6585,3232,0
Train,DL,Correct,Unexpected,Timeout,Unexpected,Unexpected,Correct,161,0,0,0,0,3147
Train,DL,Correct,Timeout,Timeout,Timeout,Correct,Timeout,30606,0,0,0,4709,0
Train,DL,Correct,Correct,Correct,Correct,Correct,Correct,10,486,324,45,67,307
Train,DL,Correct,Correct,Correct,Exec_err,Timeout,Timeout,8224,2505,5268,0,0,0
Train,DL,Correct,Correct,Correct,Exec_err,Correct,Correct,8,689,659,0,121,265
Train,DL,Correct,Correct,Correct,Correct,Unexpected,Exec_err,98,2584,45539,308,0,0
Train,EL,Correct,Timeout,Timeout,Exec_err,Timeout,Timeout,3749,0,0,0,0,0
Train,EL,Correct,Correct,Correct,Timeout,Correct,Timeout,1598,3820,16013,0,5097,0
Train,EL,Correct,Correct,Correct,Timeout,Correct,Timeout,1154,4623,7395,0,2359,0
Train,EL,Correct,Correct,Correct,Correct,Correct,Correct,24,301,145,29,106,129
Train,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,299,123,28,105,126
Train,EL,Correct,Correct,Correct,Timeout,Correct,Timeout,1880,5453,14696,0,11018,0
Train,EL,Correct,Correct,Correct,Correct,Correct,Timeout,65,1710,21649,219,581,0
Train,EL,Correct,Correct,Correct,Correct,Correct,Correct,101,1167,1206,323,625,2947
Train,EL,Correct,Correct,Correct,Exec_err,Correct,Timeout,1283,2906,18072,0,14968,0
Train,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,408,130,39,45,156
Train,EL,Correct,Correct,Correct,Correct,Correct,Correct,4,333,166,28,77,134
Train,EL,Correct,Correct,Correct,Correct,Correct,Correct,406,2040,2307,1309,1391,31412
Train,EL,Correct,Correct,Correct,Timeout,Correct,Timeout,2463,6968,8064,0,12971,0
Train,EL,Correct,Correct,Correct,Correct,Correct,Correct,4,298,124,29,104,127
Train,EL,Correct,Correct,Correct,Correct,Correct,Correct,22,683,545,115,156,587
Train,EL,Correct,Correct,Correct,Correct,Correct,Correct,9,375,261,89,96,671
Train,EL,Correct,Correct,Correct,Timeout,Correct,Timeout,1720,3335,7120,0,2990,0
Train,EL,Correct,Correct,Correct,Correct,Correct,Correct,8,318,173,24,52,151
Train,EL,Correct,Correct,Correct,Correct,Correct,Correct,4,310,231,28,63,162
Train,EL,Correct,Correct,Correct,Correct,Correct,Timeout,68,1638,23986,220,642,0
Train,EL,Correct,Correct,Correct,Timeout,Correct,Timeout,2790,4551,28114,0,6232,0
