Set,Profile,Konclude_status,More_status,Hermit_status,Fact++_status,TrOWL_status,JFact_status,Konclude_RT,More_RT,Hermit_RT,Fact++_RT,TrOWL_RT,JFact_RT
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,1,464,235,20,28,111
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,614,1406,1677,559,1092,12966
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,3354,3721,12133,3140,6506,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,507,1302,1574,734,848,5721
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,18,610,557,331,130,932
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,108,676,632,150,202,655
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,14,334,141,30,55,153
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,12,470,236,20,28,120
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,164,1466,2576,7002,856,14111
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,85,1103,1287,1767,394,3585
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,340,1630,2037,839,1460,23035
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,265,232,19,34,119
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,8,404,135,40,45,163
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,159,1376,1933,16092,657,22160
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,640,3151,2972,21717,950,30145
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,5,352,182,35,65,216
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,412,133,41,46,192
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,42,908,902,218,289,1270
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,12,499,364,88,104,373
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,202,1044,1012,274,469,1574
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,1161,2966,13821,29196,3628,132103
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,25,363,137,47,53,173
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,13,512,497,119,146,942
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,47,326,182,49,75,341
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,1100,4921,6977,0,2236,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,2,526,265,28,37,132
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,3443,3807,13428,3597,6741,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,923,4528,4166,31877,1261,58673
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,151,1292,1363,610,714,4726
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,132,1305,1537,645,1005,5495
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,273,18570,2205,46604,16759,119013
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,11,648,4384,56,152,387
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,129,1752,2125,90342,629,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,4067,3946,68461,99892,7788,0
Test,EL,Timeout,Timeout,Timeout,Timeout,Correct,Timeout,0,0,0,0,2715,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,315,110,28,103,124
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,30,882,690,173,251,976
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,10,467,380,72,98,474
Test,EL,Correct,Correct,Correct,Correct,Timeout,Timeout,1394,11903,33769,0,0,0
Test,EL,Correct,Correct,Correct,Correct,Timeout,Timeout,1431,11894,31999,0,0,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,7,440,283,60,97,283
Test,EL,Exec_err,Correct,Correct,Correct,Correct,Timeout,4463,46010,56754,0,9234,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,6,390,219,48,62,289
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,106,1058,1195,3043,475,6662
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,7,420,284,66,94,279
Test,EL,Correct,Timeout,Timeout,Timeout,Timeout,Timeout,1408,0,0,0,0,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,1934,4965,19178,0,9823,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,8,448,316,65,111,370
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,1909,3951,17790,5091,6879,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,15,545,453,87,171,573
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,17,584,529,104,155,608
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,31,952,817,248,296,1028
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,1212,3651,6334,0,5243,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,187,1406,1714,26542,907,44735
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,12,492,881,76,168,372
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,1343,3784,11816,3173,7843,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,385,122,39,174,163
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,297,121,29,104,125
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,2855,7471,40070,40897,18697,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,124,1269,1415,1854,538,4477
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,1,290,110,26,60,116
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,101,317,215,88,272,44082
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,1678,4406,11765,0,7666,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Exec_err,45,353,665,70,277,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,361,1691,2435,807,1361,9130
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,16,468,285,97,103,429
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,13,315,95,29,86,128
Test,EL,Correct,Timeout,Timeout,Timeout,Correct,Timeout,48155,0,0,0,2703,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,268,87,24,52,148
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,1,300,109,25,39,126
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,2,327,100,27,84,127
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,4,323,121,30,90,151
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,5,398,314,48,206,284
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,4183,5791,32833,0,8586,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,353,186,38,59,207
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,10,403,239,46,84,278
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,325,97,29,87,123
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,6,401,344,55,80,561
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,94,657,630,159,183,849
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,67,1802,21639,223,583,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,77,1560,19196,263,718,39913
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,65,1783,23711,220,593,12552
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,2,312,106,27,129,138
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,32,966,3015,159,271,760
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,22,326,149,29,86,164
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,82,1497,19080,258,700,39715
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,4,345,121,39,132,162
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,22,368,204,41,79,240
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,156,1236,1336,227,400,1271
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,1713,3362,8594,0,3045,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,88,1358,1296,1661,437,3985
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,66,1688,23442,218,633,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,11,501,1014,79,181,410
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,23,355,171,39,120,166
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,19,316,139,32,56,173
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,6145,5804,20016,0,12707,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,338,144,33,56,159
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,2153,5740,18854,0,11623,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,13,330,121,36,101,138
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,2,294,92,25,58,117
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,62,1698,23431,219,633,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,350,148,34,57,159
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,2873,7375,40591,41264,18571,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,300,107,26,61,128
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,4351,5727,31945,0,8061,0
Test,EL,Correct,Correct,Timeout,Timeout,Timeout,Timeout,2926,950,0,0,0,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,5,362,183,35,66,203
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,11,358,132,41,194,168
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,377,1953,2254,13229,1346,36859
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,25,387,244,49,246,268
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,290,124,29,104,128
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,349,190,38,172,201
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,7,291,106,29,47,200
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,1429,3866,14385,0,6639,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,2,300,108,26,47,132
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,73,1608,19183,259,694,40086
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,1700,5386,12293,0,7679,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,1,355,93,27,81,119
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,20,339,668,72,83,445
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,165,1478,19049,255,704,39473
Test,EL,Exec_err,Correct,Correct,Correct,Correct,Timeout,0,46575,57922,0,9240,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,38,1021,3861,181,314,874
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,164,1728,22697,224,590,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,123,1292,52825,366,641,2647
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,1,316,119,26,81,136
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,1977,5471,28329,0,10872,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,67,1678,21667,225,565,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,4,369,220,41,59,292
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,149,1652,24249,219,597,12422
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,161,1703,23606,218,587,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,11,513,376,80,143,705
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,953,1927,2242,12921,1381,37280
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,13,472,236,112,75,301
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,31,676,747,186,198,1322
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,36,925,12008,166,403,851
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,386,174,36,186,179
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,4,341,182,32,65,258
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,2,330,159,26,74,139
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,27,292,108,28,52,227
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,2,313,179,29,68,152
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,105,1238,1192,338,539,2149
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,2,322,125,27,87,144
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,6,415,426,47,68,309
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,2092,6119,17968,0,11411,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,324,100,28,96,131
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,7,334,144,47,211,253
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,4,359,229,38,56,159
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,6,368,242,42,73,274
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,702,2073,3612,1356,1831,32753
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,9052,6777,43777,0,9291,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,64,1689,24218,221,592,12522
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,11,496,331,78,120,623
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,25,845,2470,143,221,658
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,6,316,112,37,113,195
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,4,398,246,44,62,296
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,192,1580,1547,438,812,4216
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,1408,3648,15750,0,4304,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,299,119,25,48,129
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,6,362,121,38,162,158
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,3355,3833,6034,0,4560,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,1585,3731,16314,0,5130,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,42,446,311,60,98,383
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,151,1693,23905,221,588,12211
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,4,366,256,41,70,308
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,18,310,100,27,88,137
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,3068,3543,4953,0,3898,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,79,1523,19155,259,716,39788
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,2393,3074,11700,32499,2421,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,2970,4106,12230,4801,3516,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,9,397,280,59,80,272
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,5120,6868,44064,0,9152,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,236,524,84973,8477,584,11606
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,24,945,2447,141,212,655
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,43,334,1464,152,192,722
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,50,1048,956,219,262,1251
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,15,534,430,94,152,562
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,4,350,130,35,175,154
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,63,1123,1083,267,497,1903
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,19,652,532,109,159,677
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,1327,3625,9840,3406,4556,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,66,1779,23306,221,595,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,15,381,239,38,58,165
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,288,97,31,68,143
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,69,1724,24039,225,594,12228
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,71,1550,19823,254,702,40263
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,1,272,89,21,37,112
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,14,303,133,26,49,158
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,1282,3775,8641,0,5102,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,91,1108,1254,765,341,14000
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,26,345,235,34,122,158
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,2888,7575,39949,41424,18737,0
Test,EL,Correct,Correct,Timeout,Timeout,Correct,Correct,232,8330,0,1019,3824,66168
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,2852,7489,39806,41048,18777,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,16,288,106,31,47,221
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,4,286,93,27,61,146
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,152,1618,23707,220,591,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,79,1558,20560,258,706,40854
Test,EL,Correct,Correct,Correct,Correct,Correct,Exec_err,26,333,109,36,117,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,10,309,126,37,77,233
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,383,305,615,1718,616,6406
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,7,339,129,29,79,135
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,14,440,324,65,103,287
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,91,1428,1451,424,639,2269
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,5,380,167,44,61,194
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,65,1730,23932,219,596,12349
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,2,303,132,30,89,127
Test,EL,Correct,Correct,Correct,Correct,Exec_err,Timeout,1706,4585,15044,6662,0,0
Test,EL,Correct,Correct,Timeout,Timeout,Correct,Correct,223,6955,0,1000,3467,60673
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,71,1089,1333,32354,296,84781
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,1825,352,31937,4817,14093,77778
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,526,2292,2676,52349,1556,67067
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,12,457,338,62,155,382
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,240,1103,1054,322,508,1707
Test,EL,Timeout,Timeout,Timeout,Timeout,Correct,Timeout,0,0,0,0,2729,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3343,3064,48252,9276,1537,28262
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3608,3186,48059,9244,1519,28332
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3840,3319,83409,15093,1998,45229
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,3418,3984,27826,0,2381,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,6,400,368,58,94,388
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,300,1581,1969,1102,1276,11811
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,665,1823,2239,1541,1507,17779
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,484,1978,2242,1620,1261,16981
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,482,1960,2592,1556,1188,15888
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,668,1883,2326,1434,2145,16647
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,788,1634,1935,1097,1345,12336
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,288,1523,2079,1141,1268,12057
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,296,1868,2474,1156,1383,12233
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,350,1931,2042,1102,1867,11971
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,54,1127,913,287,502,1088
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,393,1157,995,301,504,1758
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,157,1020,952,288,450,1135
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,144,1478,1857,807,526,8821
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,135,1604,2110,848,657,8285
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,419,1605,2157,1852,574,26766
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,104,1445,1643,700,496,7288
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,144,1454,1956,731,777,7287
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,96,1317,1692,610,446,5575
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,237,1579,1861,1556,540,25286
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,404,1640,1962,1642,567,22624
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,363,1482,1796,617,619,5859
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,118,1562,1739,626,508,5732
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,135,1337,1730,592,512,5742
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,235,1611,1700,1386,644,21027
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,122,1232,1547,559,455,4585
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,101,1343,1583,547,543,4790
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,363,1320,1653,552,801,4586
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,130,1234,1744,531,521,4598
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,225,1559,1698,1163,560,16166
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,95,1405,1539,490,542,3643
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,13,523,641,93,170,700
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,296,1364,1488,513,671,2558
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,4051,3231,3291,2367,1124,7998
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,2,315,131,26,57,152
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,4,373,203,41,79,238
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,422,2300,2540,37529,1020,57517
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,452,1950,2490,1398,1387,34849
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,234,1421,1576,1010,1004,8781
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,67,1134,1047,280,475,1647
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,239,1138,1214,383,455,1814
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,4,370,218,35,72,221
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,4,270,238,20,40,125
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,38,479,356,73,127,406
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,10,501,383,77,94,581
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,2673,3053,3749,28926,1077,54752
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,1,471,237,20,27,110
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,3,280,89,21,34,117
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,7,288,102,31,44,174
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,12,282,101,22,41,115
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,28,438,289,55,76,367
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,7,428,305,61,80,364
Test,EL,Correct,Correct,Correct,Correct,Correct,Timeout,952,2635,10786,0,8614,0
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,108,1129,1266,340,604,2703
Test,EL,Correct,Correct,Correct,Correct,Correct,Correct,18,608,544,139,145,685
